item_number,mcat,tier,model,gvwr,floor_type,bed_length,width,tongue,stack_height,total_footprint,updated_at,matched_weight_lbs,weight_match_found
25GN-40D5A-FRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,8050,Y
25GN-40D5A-MRBK,FLATBED GOOSENECK,1,25GN,25900,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,8770,Y
25GN-40D5A-MRBKEHD,FLATBED GOOSENECK,3,25GN,25900,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,8950,Y
25GN-40STA,FLATBED GOOSENECK,3,25GN,25900,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,8450,Y
25GN-40STA-S8BK,FLATBED GOOSENECK,3,25GN,25900,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,8290,Y
25GN-40STA-XRBK,FLATBED GOOSENECK,3,25GN,25900,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,7990,Y
3XGN-20,FLATBED GOOSENECK,3,3XGN,30000,Wood,20,8.0,9,2.5,29,2026-05-12T14:11:41Z,6080,Y
3XGN-20+5,FLATBED GOOSENECK,,3XGN,,,25,,9,2.5,34,2026-05-12T14:11:41Z,6980,Y
3XGN-25,FLATBED GOOSENECK,3,3XGN,30000,Wood,25,8.0,9,2.5,34,2026-05-12T14:11:41Z,7140,Y
3XGN-25+5,FLATBED GOOSENECK,,3XGN,,,30,,9,2.5,39,2026-05-12T14:11:41Z,8440,Y
3XGN-25BK+5-MR,FLATBED GOOSENECK,,3XGN,,,30,,9,2.5,39,2026-05-12T14:11:41Z,8790,Y
3XGN-28+5,FLATBED GOOSENECK,,3XGN,,,33,,9,2.5,42,2026-05-12T14:11:41Z,9140,Y
3XGN-30+5,FLATBED GOOSENECK,,3XGN,,,35,,9,2.5,44,2026-05-12T14:11:41Z,9800,Y
3XGN-35+5,FLATBED GOOSENECK,,3XGN,,,40,,9,2.5,49,2026-05-12T14:11:41Z,10200,Y
3XGN-36,FLATBED GOOSENECK,3,3XGN,30000,Wood,36,8.0,9,2.5,45,2026-05-12T14:11:41Z,9290,Y
3XGN-40,FLATBED GOOSENECK,3,3XGN,30000,Wood,40,8.0,9,2.5,49,2026-05-12T14:11:41Z,10370,Y
5XPH-24+5,FLATBED GOOSENECK,,5XPH,,,28,,6,2.5,34,2026-05-12T14:11:41Z,10350,Y
30SA-08,SINGLE AXLE,3,30SA,2995,Wood,8,5.0,3,2,11,2026-05-12T14:11:41Z,663,Y
30SA-08R1A-4PBK,SINGLE AXLE,1,30SA,2995,Wood,8,5.0,3,2,11,2026-05-12T14:11:41Z,710,Y
30SA-10,SINGLE AXLE,3,30SA,2995,Wood,10,5.0,3,2,13,2026-05-12T14:11:41Z,723,Y
30SA-10R1A-4PBK,SINGLE AXLE,1,30SA,2995,Wood,10,5.0,3,2,13,2026-05-12T14:11:41Z,800,Y
35SA-10,SINGLE AXLE,3,35SA,2995,Wood,10,6.5,3,2,13,2026-05-12T14:11:41Z,893,Y
35SA-10R1A-4PBK,SINGLE AXLE,1,35SA,2995,Wood,10,6.5,3,2,13,2026-05-12T14:11:41Z,988,Y
35SA-12,SINGLE AXLE,3,35SA,2995,Wood,12,6.5,3,2,15,2026-05-12T14:11:41Z,983,Y
35SA-12R1A-4PBK,SINGLE AXLE,1,35SA,2995,Wood,12,6.5,3,2,15,2026-05-12T14:11:41Z,1078,Y
35SA-14R1A-4PBK,SINGLE AXLE,1,35SA,2995,Wood,14,6.5,3,2,17,2026-05-12T14:11:41Z,1168,Y
35SX-12,SINGLE AXLE,3,35SX,2995,Wood,12,7.0,3,2,15,2026-05-12T14:11:41Z,1003,Y
35SX-12R1A-4PBK,SINGLE AXLE,3,35SX,2995,Wood,12,7.0,3,2,15,2026-05-12T14:11:41Z,1003,Y
35SX-14,SINGLE AXLE,3,35SX,2995,Wood,14,7.0,3,2,17,2026-05-12T14:11:41Z,1093,Y
35SX-14R1A-4PBK,SINGLE AXLE,3,35SX,2995,Wood,14,7.0,3,2,17,2026-05-12T14:11:41Z,1093,Y
35UT-14,SINGLE AXLE,3,35UT,2995,Wood,14,7.0,3,2,17,2026-05-12T14:11:41Z,1380,Y
35UT-14BK,SINGLE AXLE,2,35UT,2995,Wood,14,7.0,3,2,17,2026-05-12T14:11:41Z,1380,Y
SU35-12BK4RG,SINGLE AXLE,2,SU35,2995,Wood,12,6.5,3,2,15,2026-05-12T14:11:41Z,1078,Y
SU35-14BK4RG,SINGLE AXLE,2,SU35,2995,Wood,14,6.5,3,2,17,2026-05-12T14:11:41Z,1168,Y
10PI-12,TANDEM AXLE,4,10PI,9990,Wood,12,7.0,3,2.5,15,2026-05-12T14:11:41Z,2140,Y
10PI-14,TANDEM AXLE,4,10PI,9990,Wood,14,7.0,3,2.5,17,2026-05-12T14:11:41Z,,N
10PI-16,TANDEM AXLE,3,10PI,9990,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2260,Y
10PI-16BK,TANDEM AXLE,3,10PI,9990,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2260,Y
10PI-16BK4HDIR,TANDEM AXLE,3,10PI,9990,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2360,Y
10PI-16BK5FUR,TANDEM AXLE,3,10PI,9990,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2310,Y
10PI-18,TANDEM AXLE,3,10PI,9990,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2320,Y
10PI-18BK,TANDEM AXLE,2,10PI,9990,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2320,Y
10PI-18BK4HDIR,TANDEM AXLE,3,10PI,9990,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2420,Y
10PI-18BK5FUR,TANDEM AXLE,3,10PI,9990,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2370,Y
10PI-20,TANDEM AXLE,3,10PI,9990,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2380,Y
10PI-20BK,TANDEM AXLE,2,10PI,9990,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2380,Y
10PI-20BK4HDIR,TANDEM AXLE,3,10PI,9990,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2480,Y
10PI-20BK5FUR,TANDEM AXLE,3,10PI,9990,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2430,Y
14PI-16,TANDEM AXLE,3,14PI,14000,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2740,Y
14PI-16BK,TANDEM AXLE,2,14PI,14000,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2740,Y
14PI-16BK5FUR,TANDEM AXLE,3,14PI,14000,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,2940,Y
14PI-18,TANDEM AXLE,3,14PI,14000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2890,Y
14PI-18BK,TANDEM AXLE,2,14PI,14000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2890,Y
14PI-18BK5FUR,TANDEM AXLE,3,14PI,14000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,3090,Y
14PI-20,TANDEM AXLE,3,14PI,14000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,3040,Y
14PI-20BK,TANDEM AXLE,1,14PI,14000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,3040,Y
14PI-20BK4HDIR,TANDEM AXLE,3,14PI,14000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,3240,Y
14PI-20BK5FUR,TANDEM AXLE,2,14PI,14000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,3240,Y
14PI-24,TANDEM AXLE,3,14PI,14000,Wood,24,7.0,3,2.5,27,2026-05-12T14:11:41Z,,N
60PI-12,TANDEM AXLE,3,60PI,6000,Wood,12,6.5,3,2.5,15,2026-05-12T14:11:41Z,1265,Y
60PI-12BK4RG,TANDEM AXLE,1,60PI,6000,Wood,12,6.5,3,2.5,15,2026-05-12T14:11:41Z,1265,Y
60PI-12BK4RG2B,TANDEM AXLE,1,60PI,6000,Wood,12,6.5,3,2.5,15,2026-05-12T14:11:41Z,1265,Y
60PI-14,TANDEM AXLE,3,60PI,6000,Wood,14,6.5,3,2.5,17,2026-05-12T14:11:41Z,1400,Y
60PI-14BK4RG,TANDEM AXLE,1,60PI,6000,Wood,14,6.5,3,2.5,17,2026-05-12T14:11:41Z,1400,Y
60PI-14BK4RG2B,TANDEM AXLE,1,60PI,6000,Wood,14,6.5,3,2.5,17,2026-05-12T14:11:41Z,1400,Y
60PI-14BKEX2,TANDEM AXLE,4,60PI,6000,Wood,14,6.5,3,2.5,17,2026-05-12T14:11:41Z,1400,Y
60PI-16,TANDEM AXLE,3,60PI,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1535,Y
60PI-16BK4AR,TANDEM AXLE,3,60PI,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1535,Y
60PI-16BK4AR2B,TANDEM AXLE,3,60PI,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1535,Y
60PI-16BK4RG,TANDEM AXLE,1,60PI,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1535,Y
60PI-16BK4RG2B,TANDEM AXLE,1,60PI,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1535,Y
60PI-16BKEX2,TANDEM AXLE,4,60PI,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1535,Y
70PI-14,TANDEM AXLE,3,70PI,7000,Wood,14,7.0,3,2.5,17,2026-05-12T14:11:41Z,1760,Y
70PI-14R1A-4PBK,TANDEM AXLE,2,70PI,7000,Wood,14,7.0,3,2.5,17,2026-05-12T14:11:41Z,1900,Y
70PI-14R1A-4PBK-BRK2,TANDEM AXLE,2,70PI,7000,Wood,14,7.0,3,2.5,17,2026-05-12T14:11:41Z,1900,Y
70PI-16,TANDEM AXLE,3,70PI,7000,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,1780,Y
70PI-16R1A-4PBK,TANDEM AXLE,1,70PI,7000,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,1980,Y
70PI-16R1A-4PBK-BRK2,TANDEM AXLE,1,70PI,7000,Wood,16,7.0,3,2.5,19,2026-05-12T14:11:41Z,1980,Y
70PI-18,TANDEM AXLE,3,70PI,7000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,1940,Y
70PI-18R1A-4PBK,TANDEM AXLE,2,70PI,7000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2060,Y
70PI-18R1A-4PBK-BRK2,TANDEM AXLE,1,70PI,7000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2060,Y
70PI-20,TANDEM AXLE,3,70PI,7000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2020,Y
70PI-20R1A-4PBK,TANDEM AXLE,2,70PI,7000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2060,Y
70PI-20R1A-4PBK-BRK2,TANDEM AXLE,1,70PI,7000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2060,Y
TU10-20BK4CR,TANDEM AXLE,3,TU10,9990,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2380,Y
TU14-20BK4CR,TANDEM AXLE,3,TU14,14000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,3040,Y
TU60-16BK4AR2B,TANDEM AXLE,2,TU60,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1640,Y
TU60-16BK4RG2B,TANDEM AXLE,3,TU60,6000,Wood,16,6.5,3,2.5,19,2026-05-12T14:11:41Z,1640,Y
TU70-18BK4AR2B,TANDEM AXLE,2,TU70,7000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2060,Y
TU70-18BK4RG2B,TANDEM AXLE,3,TU70,7000,Wood,18,7.0,3,2.5,21,2026-05-12T14:11:41Z,2060,Y
TU70-20BK4AR2B,TANDEM AXLE,2,TU70,7000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2140,Y
TU70-20BK4RG2B,TANDEM AXLE,3,TU70,7000,Wood,20,7.0,3,2.5,23,2026-05-12T14:11:41Z,2140,Y
14FT-16,TILT DECK,3,14FT,14000,Wood,16,7.0,5,1.5,21,2026-05-12T14:11:41Z,3090,Y
14FT-16BK,TILT DECK,1,14FT,14000,Wood,16,7.0,5,1.5,21,2026-05-12T14:11:41Z,3090,Y
14FT-18,TILT DECK,3,14FT,14000,Wood,18,7.0,5,1.5,23,2026-05-12T14:11:41Z,3290,Y
14FT-18BK,TILT DECK,2,14FT,14000,Wood,18,7.0,5,1.5,23,2026-05-12T14:11:41Z,3290,Y
14FT-20,TILT DECK,3,14FT,14000,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,3490,Y
14FT-20BK,TILT DECK,1,14FT,14000,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,3490,Y
14OT-22,TILT DECK,3,14OT,14000,Wood,22,8.0,6,2.5,28,2026-05-12T14:11:41Z,4745,Y
14OT-22BK,TILT DECK,1,14OT,14000,Wood,22,8.0,6,2.5,28,2026-05-12T14:11:41Z,4745,Y
14OT-22GN,TILT DECK,3,14OT,14000,Wood,22,8.0,9,5,31,2026-05-12T14:11:41Z,4970,Y
14OT-24,TILT DECK,3,14OT,14000,Wood,24,8.0,6,2.5,30,2026-05-12T14:11:41Z,4950,Y
14OT-24BK,TILT DECK,2,14OT,14000,Wood,24,8.0,6,2.5,30,2026-05-12T14:11:41Z,4950,Y
14OT-24GN,TILT DECK,3,14OT,14000,Wood,24,8.0,9,5,33,2026-05-12T14:11:41Z,5175,Y
14OT-26,TILT DECK,3,14OT,14000,Wood,26,8.0,6,2.5,32,2026-05-12T14:11:41Z,5290,Y
14OT-26BK,TILT DECK,2,14OT,14000,Wood,26,8.0,9,2.5,35,2026-05-12T14:11:41Z,5290,Y
14OT-26GN,TILT DECK,3,14OT,14000,Wood,26,8.0,6,5,32,2026-05-12T14:11:41Z,5155,Y
14TL-20,TILT DECK,3,14TL,14000,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,3460,Y
14TL-20BK,TILT DECK,1,14TL,14000,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,3460,Y
14TL-20GN,TILT DECK,4,14TL,14000,Wood,20,7.0,9,5,29,2026-05-12T14:11:41Z,3460,Y
14TL-22,TILT DECK,3,14TL,14000,Wood,22,7.0,5,1.5,27,2026-05-12T14:11:41Z,3660,Y
14TL-22BK,TILT DECK,1,14TL,14000,Wood,22,7.0,5,1.5,27,2026-05-12T14:11:41Z,3660,Y
14TL-22GN,TILT DECK,4,14TL,14000,Wood,22,7.0,9,5,31,2026-05-12T14:11:41Z,3660,Y
16OT-22GN,TILT DECK,3,16OT,17500,Wood,22,8.0,6,1.25,28,2026-05-12T14:11:41Z,5140,Y
16OT-24BK,TILT DECK,3,16OT,17500,Wood,24,8.0,6,1.25,30,2026-05-12T14:11:41Z,4950,Y
16OT-26BK,TILT DECK,3,16OT,17500,Wood,26,8.0,6,1.25,32,2026-05-12T14:11:41Z,5290,Y
16TL-20,TILT DECK,3,16TL,17500,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,4080,Y
16TL-20BK,TILT DECK,2,16TL,17500,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,4080,Y
16TL-20GN,TILT DECK,4,16TL,17500,Wood,20,7.0,9,5,29,2026-05-12T14:11:41Z,4880,Y
16TL-22,TILT DECK,3,16TL,17500,Wood,22,7.0,5,1.5,27,2026-05-12T14:11:41Z,4140,Y
16TL-22BK,TILT DECK,1,16TL,17500,Wood,22,7.0,5,1.5,27,2026-05-12T14:11:41Z,4140,Y
16TL-22GN,TILT DECK,4,16TL,17500,Wood,22,7.0,9,5,31,2026-05-12T14:11:41Z,4940,Y
70ST-13,TILT DECK,3,70ST,7000,Wood,13,7.0,4,1.5,17,2026-05-12T14:11:41Z,2110,Y
70ST-13BK,TILT DECK,2,70ST,7000,Wood,13,7.0,4,1.5,17,2026-05-12T14:11:41Z,2110,Y
70ST-16,TILT DECK,3,70ST,7000,Wood,16,7.0,4,1.5,20,2026-05-12T14:11:41Z,2310,Y
70ST-16BK,TILT DECK,2,70ST,7000,Wood,16,7.0,4,1.5,20,2026-05-12T14:11:41Z,2310,Y
TT14-20BK,TILT DECK,3,TT14,14000,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,3460,Y
TT14-22BK,TILT DECK,3,TT14,14000,Wood,22,7.0,5,1.5,27,2026-05-12T14:11:41Z,3660,Y
TT16-20BK,TILT DECK,3,TT16,17500,Wood,20,7.0,5,1.5,25,2026-05-12T14:11:41Z,4080,Y
TT16-22BK,TILT DECK,3,TT16,17500,Wood,22,7.0,5,1.5,27,2026-05-12T14:11:41Z,4140,Y
10LR-18,VANGUARD/LANDSCAPE,4,10LR,9990,Wood,18,7.0,3,3.5,21,2026-05-12T14:11:41Z,2740,Y
10LR-18BK,VANGUARD/LANDSCAPE,4,10LR,9990,Wood,18,7.0,3,3.5,21,2026-05-12T14:11:41Z,2740,Y
10LR-18BK-P4,VANGUARD/LANDSCAPE,4,10LR,9990,Wood,18,7.0,3,5,21,2026-05-12T14:11:41Z,2740,Y
10LR-20,VANGUARD/LANDSCAPE,4,10LR,9990,Wood,20,7.0,3,3.5,23,2026-05-12T14:11:41Z,2860,Y
10LR-20BK,VANGUARD/LANDSCAPE,4,10LR,9990,Wood,20,7.0,3,3.5,23,2026-05-12T14:11:41Z,2860,Y
10LR-20BK-P4,VANGUARD/LANDSCAPE,4,10LR,9990,Wood,20,7.0,3,5,23,2026-05-12T14:11:41Z,3140,Y
10TV-16,VANGUARD/LANDSCAPE,4,10TV,9990,Wood,16,7.0,3,3.5,19,2026-05-12T14:11:41Z,2220,Y
10TV-16BK,VANGUARD/LANDSCAPE,4,10TV,9990,Wood,16,7.0,3,3.5,19,2026-05-12T14:11:41Z,2220,Y
10TV-18,VANGUARD/LANDSCAPE,3,10TV,9990,Wood,18,7.0,3,3.5,21,2026-05-12T14:11:41Z,2350,Y
10TV-18BK,VANGUARD/LANDSCAPE,3,10TV,9990,Wood,18,7.0,3,3.5,21,2026-05-12T14:11:41Z,2475,Y
10TV-20,VANGUARD/LANDSCAPE,3,10TV,9990,Wood,20,7.0,3,3.5,23,2026-05-12T14:11:41Z,2475,Y
10TV-20BK,VANGUARD/LANDSCAPE,3,10TV,9990,Wood,20,7.0,3,3.5,23,2026-05-12T14:11:41Z,2630,Y
30SV-08,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,8,5.0,3,3.25,11,2026-05-12T14:11:41Z,870,Y
30SV-08BK,VANGUARD/LANDSCAPE,2,30SV,2995,Wood,8,5.0,3,3.25,11,2026-05-12T14:11:41Z,870,Y
30SV-10,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,10,5.0,3,3.25,13,2026-05-12T14:11:41Z,970,Y
30SV-10BK,VANGUARD/LANDSCAPE,1,30SV,2995,Wood,10,5.0,3,3.25,13,2026-05-12T14:11:41Z,970,Y
30SV-12,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,12,5.0,3,3.25,15,2026-05-12T14:11:41Z,1070,Y
30SV-12BK,VANGUARD/LANDSCAPE,3,30SV,2995,Wood,12,5.0,3,3.25,15,2026-05-12T14:11:41Z,1070,Y
35LS-12,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,12,6.5,3,3.25,15,2026-05-12T14:11:41Z,1510,Y
35LS-12BK,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,12,6.5,3,3.25,15,2026-05-12T14:11:41Z,1510,Y
35LS-12BK-P4,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,12,6.5,3,5,15,2026-05-12T14:11:41Z,1510,Y
35LS-14,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,14,6.5,3,3.25,17,2026-05-12T14:11:41Z,1720,Y
35LS-14BK,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,14,6.5,3,3.25,17,2026-05-12T14:11:41Z,1720,Y
35LS-14BK-P4,VANGUARD/LANDSCAPE,4,35LS,2995,Wood,14,6.5,3,5,17,2026-05-12T14:11:41Z,1720,Y
35SV-10,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,10,6.5,3,3.25,13,2026-05-12T14:11:41Z,1100,Y
35SV-10BK,VANGUARD/LANDSCAPE,2,35SV,2995,Wood,10,6.5,3,3.25,13,2026-05-12T14:11:41Z,1100,Y
35SV-12,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,12,6.5,3,3.25,15,2026-05-12T14:11:41Z,1290,Y
35SV-12BK,VANGUARD/LANDSCAPE,1,35SV,2995,Wood,12,6.5,3,3.25,15,2026-05-12T14:11:41Z,1290,Y
35SV-14,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,14,6.5,3,3.25,17,2026-05-12T14:11:41Z,1480,Y
35SV-14BK,VANGUARD/LANDSCAPE,3,35SV,2995,Wood,14,6.5,3,3.25,17,2026-05-12T14:11:41Z,1480,Y
70LR-14,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14,7.0,3,3.25,17,2026-05-12T14:11:41Z,2210,Y
70LR-14BK,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14,7.0,3,3.25,17,2026-05-12T14:11:41Z,2210,Y
70LR-14BK-P4,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14,7.0,3,5,17,2026-05-12T14:11:41Z,2210,Y
70LR-14BK2B,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,14,7.0,3,3.25,17,2026-05-12T14:11:41Z,2210,Y
70LR-16,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16,7.0,3,3.25,19,2026-05-12T14:11:41Z,2370,Y
70LR-16BK,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16,7.0,3,3.25,19,2026-05-12T14:11:41Z,2370,Y
70LR-16BK-P4,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16,7.0,3,5,19,2026-05-12T14:11:41Z,2370,Y
70LR-16BK2B,VANGUARD/LANDSCAPE,4,70LR,7000,Wood,16,7.0,3,3.25,19,2026-05-12T14:11:41Z,2370,Y
70TV-12,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,12,7.0,3,3.25,15,2026-05-12T14:11:41Z,1665,Y
70TV-12BK,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,12,7.0,3,3.25,15,2026-05-12T14:11:41Z,1760,Y
70TV-12BK2B,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,12,7.0,3,3.25,15,2026-05-12T14:11:41Z,1760,Y
70TV-14,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,14,7.0,3,3.25,17,2026-05-12T14:11:41Z,1755,Y
70TV-14BK,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,14,7.0,3,3.25,17,2026-05-12T14:11:41Z,1850,Y
70TV-14BK2B,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,14,7.0,3,3.25,17,2026-05-12T14:11:41Z,1850,Y
70TV-16,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,16,7.0,3,3.25,19,2026-05-12T14:11:41Z,1845,Y
70TV-16BK,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,16,7.0,3,3.25,19,2026-05-12T14:11:41Z,1940,Y
70TV-16BK2B,VANGUARD/LANDSCAPE,2,70TV,7000,Wood,16,7.0,3,3.25,19,2026-05-12T14:11:41Z,1940,Y
70TV-18,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,18,7.0,3,3.25,21,2026-05-12T14:11:41Z,1935,Y
70TV-18BK,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,18,7.0,3,3.25,21,2026-05-12T14:11:41Z,1935,Y
70TV-18BK2B,VANGUARD/LANDSCAPE,3,70TV,7000,Wood,18,7.0,3,3.25,21,2026-05-12T14:11:41Z,1935,Y
