order_id,so_num,order_due_date,order_created_date,order_ship_date,plant,customer,cust_name,address1,address2,city,state,zip,normalized_zip,dest_lat,dest_lng,origin_plant_lat,origin_plant_lng,origin_to_dest_miles_haversine,ia_state_rate_per_mile,standalone_estimated_cost_single_stop,requires_return_to_origin_lowes_rule,total_qty,total_sales,order_total_length_ft,order_utilization_pct,order_utilization_grade,order_utilization_credit_ft,order_exceeds_capacity,line_count,order_is_excluded,needs_review,order_status,last_seen_at,closed_at,last_upload_id,days_until_due,window_start_date,window_end_date,line_rows_in_export,order_has_blocking_line_assignment,order_has_any_excluded_line,order_has_any_eligible_line_now
6371,12601359,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,100 POWERS AVE,,MAUSTON,WI,53948,53948,43.77846,-90.05161,41.55944,-95.9025,334.36,2.22,800.0,0,3,5214.0,16.0,23.6,F,12.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5384,12601362,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2179 US HWY 8 STE 1,(715) 483-2640,SAINT CROIX FALLS,WI,54024,54024,45.49873,-92.64781,41.55944,-95.9025,317.23,2.22,800.0,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6770,12601370,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2850 NORTH COURT RD,(641)-682-5459,OTTUMWA,IA,52501,52501,41.03828,-92.43252,41.55944,-95.9025,183.68,3.75,800.0,0,5,7995.0,25.0,36.6,F,19.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
6175,12601373,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1911 MARKET WAY,(920)-261-3953,WATERTOWN,WI,53094,53094,43.1462,-88.73365,41.55944,-95.9025,381.99,2.22,903.02,0,3,3638.0,14.0,17.2,F,9.1,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5690,12601375,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,9273 CAFFERTY CT,(651)-451-1897,INVER GROVE HEIGHTS,MN,55076,55076,44.83318,-93.0334,41.55944,-95.9025,268.39,3.2,913.86,0,5,6136.0,21.0,29.1,F,15.4,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6128,12601387,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3520 NORTH CLIFF AVE,(605)-336-3031,SIOUX FALLS,SD,57104,57104,43.6041,-96.70442,41.55944,-95.9025,147.05,3.5,800.0,0,4,7376.0,18.0,32.3,F,17.1,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5525,12601422,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3404 E MAIN ST,715-722-0698,MERRILL,WI,54452,54452,45.20879,-89.76743,41.55944,-95.9025,397.92,2.22,938.39,0,3,4760.0,18.0,22.1,F,11.7,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6902,12601423,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1602 HIGHWAY 71,,INTERNATIONAL FALLS,MN,56649,56649,48.53122,-93.13224,41.55944,-95.9025,500.27,3.2,1655.85,0,3,2640.0,7.0,7.9,F,4.2,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
5868,12601429,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1020 W CHESTNUT ST HOOPESTON,,HOOPESTON,IL,60942,60942,40.46678,-87.66134,41.55944,-95.9025,436.08,2.7,1232.43,0,3,5214.0,16.0,23.6,F,12.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6906,12601430,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,39172 N GREEN BAY RD,,BEACH PARK,IL,60087,60087,42.40444,-87.85631,41.55944,-95.9025,417.23,2.7,1181.51,0,4,4804.0,16.0,28.2,F,14.9,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6160,12601436,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,800 INDEPENDENCE AVE,262-457-2007,HARTFORD,WI,53027,53027,43.31697,-88.37356,41.55944,-95.9025,402.51,2.22,948.58,0,4,3595.0,7.0,10.6,F,5.6,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6125,12601441,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,500 W 9TH ST N,,LADYSMITH,WI,54848,54848,45.51546,-91.10284,41.55944,-95.9025,363.9,2.22,862.85,0,4,5715.0,18.0,28.9,F,15.3,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5143,12601442,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,W3098 COUNTY RD KK,(920)-739-1635,APPLETON,WI,54915,54915,44.24279,-88.35928,41.55944,-95.9025,424.22,2.22,996.77,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6229,12601443,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,900 SOUTH MAIN ST,309-698-8868,EAST PEORIA,IL,61611,61611,40.71185,-89.53469,41.55944,-95.9025,336.44,2.7,963.39,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6821,12601467,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1120 WEST MAIN ST,920-324-9060,WAUPUN,WI,53963,53963,43.63492,-88.73828,41.55944,-95.9025,391.44,2.22,924.01,0,5,5950.0,21.0,29.1,F,15.4,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
6596,12601468,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1651 N SHAWANO ST,920-982-6222,NEW LONDON,WI,54961,54961,44.41173,-88.7628,41.55944,-95.9025,410.98,2.22,967.38,0,3,3378.0,14.0,17.2,F,9.1,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
5695,12601477,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,857 SOUTH ROCHESTER ST STE 500,262-363-8868,MUKWONAGO,WI,53149,53149,42.87436,-88.34077,41.55944,-95.9025,397.34,2.22,937.09,0,4,4190.0,12.0,18.1,F,9.6,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
5262,12601489,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,405 SOUTHEAST ORALABOR RD,(515) 965-8774,ANKENY,IA,50021,50021,41.7207,-93.56838,41.55944,-95.9025,121.04,3.75,800.0,0,4,4333.0,14.0,22.5,F,11.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5325,12601517,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2238 WESTGATE DR,(309)-829-8511,BLOOMINGTON,IL,61705,61705,40.46099,-88.99981,41.55944,-95.9025,367.72,2.7,1047.83,0,3,5095.0,18.0,22.1,F,11.7,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5681,12601521,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,150 SOUTH KENNEDY DR STE 8A,(847) 428-0834,CARPENTERSVILLE,IL,60110,60110,42.12296,-88.2883,41.55944,-95.9025,393.76,2.7,1118.14,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
5478,12601527,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1420 EAST CLOVERLAND DR,(906) 932-6464,IRONWOOD,MI,49938,49938,46.51493,-90.13264,41.55944,-95.9025,446.28,2.2,1036.81,0,1,6887.0,20.0,37.7,F,20.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6877,12601530,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,39172 N GREEN BAY RD,,BEACH PARK,IL,60087,60087,42.40444,-87.85631,41.55944,-95.9025,417.23,2.7,1181.51,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
5788,12601565,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,857 SOUTH ROCHESTER ST STE 500,262-363-8868,MUKWONAGO,WI,53149,53149,42.87436,-88.34077,41.55944,-95.9025,397.34,2.22,937.09,0,3,2640.0,7.0,7.9,F,4.2,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
5860,12601583,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,824 BROADWAY ST,(920)361-0351,BERLIN,WI,54923,54923,43.99456,-88.96883,41.55944,-95.9025,389.67,2.22,920.06,0,4,6924.0,18.0,33.4,F,17.7,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6513,12601600,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1833 EGG HARBOR ROAD UNIT A,(920) 743-2444,STURGEON BAY,WI,54235,54235,44.84218,-87.37677,41.55944,-95.9025,485.31,2.22,1132.38,0,4,6930.0,18.0,30.6,F,16.2,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
6649,12601605,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1800 US HWY 51 AND 138,(608)873-0323,STOUGHTON,WI,53589,53589,42.92684,-89.21182,41.55944,-95.9025,354.94,2.22,842.96,0,3,4115.0,14.0,17.2,F,9.1,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6648,12601606,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1525 HWY 59 SOUTH,(218)681-7777,THIEF RIVER FALLS,MN,56701,56701,48.12021,-96.1994,41.55944,-95.9025,453.57,3.2,1506.41,0,4,4810.0,14.0,22.5,F,11.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6587,12601610,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,600-B WEST LIBERTY ST,847-487-9848,WAUCONDA,IL,60084,60084,42.26807,-88.13856,41.55944,-95.9025,402.06,2.7,1140.57,0,4,3520.0,7.0,10.6,F,5.6,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6575,12601614,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,195 RICHLAND SQ,608-383-0979,RICHLAND CENTER,WI,53581,53581,43.37504,-90.41637,41.55944,-95.9025,306.4,2.22,800.0,0,4,4715.0,14.0,23.8,F,12.6,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
5978,12601616,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1325 MAIN ST,(847)838-8050,ANTIOCH,IL,60002,60002,42.4674,-88.09419,41.55944,-95.9025,405.6,2.7,1150.11,0,4,4735.0,14.0,22.5,F,11.9,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6785,12601648,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1801 MILWAUKEE AVE,(262)-763-2425,BURLINGTON,WI,53105,53105,42.66412,-88.28045,41.55944,-95.9025,397.94,2.22,938.42,0,3,2640.0,7.0,7.9,F,4.2,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6786,12601656,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,2908 BROADWAY AVE,(605)-665-9353,YANKTON,SD,57078,57078,42.91782,-97.44702,41.55944,-95.9025,122.68,3.5,800.0,0,3,2640.0,7.0,7.9,F,4.2,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
5094,12601659,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,4985 4TH ST SW,(641)-424-2565,MASON CITY,IA,50401,50401,43.15389,-93.20006,41.55944,-95.9025,176.56,3.75,800.0,0,4,7115.0,18.0,30.6,F,16.2,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
5142,12601662,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,W3098 COUNTY RD KK,(920)-739-1635,APPLETON,WI,54915,54915,44.24279,-88.35928,41.55944,-95.9025,424.22,2.22,996.77,0,3,2975.0,12.0,13.6,F,7.2,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6766,12601666,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1801 MILWAUKEE AVE,(262)-763-2425,BURLINGTON,WI,53105,53105,42.66412,-88.28045,41.55944,-95.9025,397.94,2.22,938.42,0,4,5214.0,16.0,28.2,F,14.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6131,12601673,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1903 LINCOLN STREET,(715)369-4981,RHINELANDER,WI,54501,54501,45.65973,-89.34303,41.55944,-95.9025,433.29,2.22,1016.91,0,3,2900.0,12.0,13.6,F,7.2,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6151,12601724,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1308 NORTH DIERS AVE,308-384-6411,GRAND ISLAND,NE,68803,68803,40.95357,-98.41593,41.55944,-95.9025,137.1,3.3,800.0,0,5,8930.0,25.0,37.3,F,19.8,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
5419,12601726,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,6910 69TH LN NORTH,763-477-6009,GREENFIELD,MN,55373,55373,45.08779,-93.72282,41.55944,-95.9025,267.26,3.2,910.24,0,4,4885.0,14.0,22.5,F,11.9,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
5420,12601737,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1201 SOUTH DIVISION ST,(815)-943-4104,HARVARD,IL,60033,60033,42.42333,-88.61104,41.55944,-95.9025,379.07,2.7,1078.48,0,4,5975.0,18.0,28.9,F,15.3,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
5972,12601784,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1102 WEST 12TH ST,701-352-0077,GRAFTON,ND,58237,58237,48.41522,-97.40086,41.55944,-95.9025,479.32,3.26,1617.57,0,3,5330.0,14.0,18.5,F,9.8,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6815,12601789,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,612 NEW YORK AVE,(641) 782-2201,CRESTON,IA,50801,50801,41.07959,-94.39224,41.55944,-95.9025,85.1,3.75,800.0,0,3,4835.0,18.0,22.1,F,11.7,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6453,12601791,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,509 WEST CHERRY ST,(605)624-4000,VERMILLION,SD,57069,57069,42.84348,-96.98774,41.55944,-95.9025,104.68,3.5,800.0,0,3,5139.0,16.0,23.6,F,12.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6455,12601796,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3650 COUNTY HWY A,(920)803-0120,SHEBOYGAN,WI,53081,53081,43.71343,-87.73725,41.55944,-95.9025,440.71,2.22,1033.37,0,4,4715.0,14.0,23.8,F,12.6,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
6418,12601808,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1700 LAKE SHORE DR EAST,(715) 682-2539,ASHLAND,WI,54806,54806,46.54784,-90.85061,41.55944,-95.9025,426.12,2.22,1000.98,0,3,4760.0,18.0,22.1,F,11.7,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6813,12601837,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1313 EAST GREEN BAY ST,(715) 526-2938,SHAWANO,WI,54166,54166,44.77894,-88.63567,41.55944,-95.9025,428.24,2.22,1005.69,0,4,8946.0,32.0,40.6,D,21.5,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6508,12601851,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1860 SOUTH STEPHENSON AVE,906-776-1540,IRON MOUNTAIN,MI,49801,49801,45.9191,-88.01795,41.55944,-95.9025,495.26,2.2,1144.58,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6144,12601857,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,1903 LINCOLN STREET,(715)369-4981,RHINELANDER,WI,54501,54501,45.65973,-89.34303,41.55944,-95.9025,433.29,2.22,1016.91,0,1,4234.0,16.0,30.2,F,16.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,1,1,0,0
6008,12601860,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,504 RIVERSTONE PARKWAY,(815)933-3393,KANKAKEE,IL,60901,60901,41.11029,-87.90049,41.55944,-95.9025,416.17,2.7,1178.67,0,3,3930.0,14.0,17.2,F,9.1,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,3,1,0,0
6365,12601861,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,650 W BEAVERBROOK AVE,715-635-2322,SPOONER,WI,54801,54801,45.86711,-91.92266,41.55944,-95.9025,357.81,2.22,849.34,0,4,4053.0,14.0,23.8,F,12.6,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
5523,12601867,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,126 CHARLES ST,(920) 834-3006,OCONTO,WI,54153,54153,44.89939,-87.92516,41.55944,-95.9025,462.9,2.22,1082.63,0,3,3378.0,14.0,17.2,F,9.1,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
6368,12601869,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,3000 W MAIN ST,(630)444-1560,ST CHARLES,IL,60174,60174,41.92759,-88.29906,41.55944,-95.9025,392.7,2.7,1115.28,0,4,5975.0,18.0,28.9,F,15.3,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,4,1,0,0
6907,12601879,2026-02-21,2026-01-15,2026-02-21,IA,TRACTOR SUPPLY COMPANY,TRACTOR SUPPLY COMPANY,409 CENTRAL AVENUE,,AUBURN,NE,68305,68305,40.36392,-95.85788,41.55944,-95.9025,82.64,3.3,800.0,0,3,3855.0,14.0,17.2,F,9.1,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,8,2026-02-13,2026-02-27,2,1,0,0
